,RA_Center,DEC_Center
24810,122.72727,-12.0
24811,123.75,-12.0
24812,124.77273,-12.0
24813,125.79545,-12.0
24814,126.81818,-12.0
24815,127.84091,-12.0
24816,128.86364,-12.0
24817,129.88636,-12.0
24818,130.90909,-12.0
24819,131.93182,-12.0
24820,132.95455,-12.0
24821,133.97727,-12.0
24822,135.0,-12.0
24823,136.02273,-12.0
24824,137.04545,-12.0
24825,138.06818,-12.0
24826,139.09091,-12.0
24827,140.11364,-12.0
24828,141.13636,-12.0
24829,142.15909,-12.0
24830,143.18182,-12.0
24831,144.20455,-12.0
24832,145.22727,-12.0
24833,146.25,-12.0
24834,147.27273,-12.0
24835,148.29545,-12.0
24836,149.31818,-12.0
24837,150.34091,-12.0
24838,151.36364,-12.0
24839,152.38636,-12.0
24840,153.40909,-12.0
24841,154.43182,-12.0
24842,155.45455,-12.0
24843,156.47727,-12.0
24844,157.5,-12.0
24845,158.52273,-12.0
24846,159.54545,-12.0
24847,160.56818,-12.0
24848,161.59091,-12.0
24849,162.61364,-12.0
24850,163.63636,-12.0
24851,164.65909,-12.0
24852,165.68182,-12.0
24853,166.70455,-12.0
24854,167.72727,-12.0
24855,168.75,-12.0
24856,169.77273,-12.0
24857,170.79545,-12.0
24858,171.81818,-12.0
24859,172.84091,-12.0
24860,173.86364,-12.0
24861,174.88636,-12.0
24862,175.90909,-12.0
24863,176.93182,-12.0
24864,177.95455,-12.0
24865,178.97727,-12.0
24866,180.0,-12.0
24867,181.02273,-12.0
24868,182.04545,-12.0
24869,183.06818,-12.0
24870,184.09091,-12.0
24871,185.11364,-12.0
24872,186.13636,-12.0
24873,187.15909,-12.0
24874,188.18182,-12.0
24875,189.20455,-12.0
24876,190.22727,-12.0
24877,191.25,-12.0
24878,192.27273,-12.0
24879,193.29545,-12.0
24880,194.31818,-12.0
24881,195.34091,-12.0
24882,196.36364,-12.0
24883,197.38636,-12.0
24884,198.40909,-12.0
24885,199.43182,-12.0
24886,200.45455,-12.0
24887,201.47727,-12.0
24888,202.5,-12.0
24889,203.52273,-12.0
24890,204.54545,-12.0
24891,205.56818,-12.0
24892,206.59091,-12.0
24893,207.61364,-12.0
24894,208.63636,-12.0
24895,209.65909,-12.0
24896,210.68182,-12.0
24897,211.70455,-12.0
24898,212.72727,-12.0
24899,213.75,-12.0
24900,214.77273,-12.0
24901,215.79545,-12.0
24902,216.81818,-12.0
24903,217.84091,-12.0
24904,218.86364,-12.0
24905,219.88636,-12.0
24906,220.90909,-12.0
24907,221.93182,-12.0
24908,222.95455,-12.0
24909,223.97727,-12.0
24910,225.0,-12.0
24911,226.02273,-12.0
24912,227.04545,-12.0
24913,228.06818,-12.0
24914,229.09091,-12.0
24915,230.11364,-12.0
24916,231.13636,-12.0
24917,232.15909,-12.0
24918,233.18182,-12.0
24919,234.20455,-12.0
24920,235.22727,-12.0
24921,236.25,-12.0
24922,237.27273,-12.0
24923,238.29545,-12.0
24924,239.31818,-12.0
24925,240.34091,-12.0
24926,241.36364,-12.0
24927,242.38636,-12.0
24928,243.40909,-12.0
24929,244.43182,-12.0
24930,245.45455,-12.0
24931,246.47727,-12.0
24932,247.5,-12.0
24933,248.52273,-12.0
24934,249.54545,-12.0
24935,250.56818,-12.0
24936,251.59091,-12.0
24937,252.61364,-12.0
24938,253.63636,-12.0
24939,254.65909,-12.0
24940,255.68182,-12.0
24941,256.70455,-12.0
24942,257.72727,-12.0
24943,258.75,-12.0
24944,259.77273,-12.0
24945,260.79545,-12.0
24946,261.81818,-12.0
24947,262.84091,-12.0
24948,263.86364,-12.0
24949,264.88636,-12.0
24950,265.90909,-12.0
24951,266.93182,-12.0
24952,267.95455,-12.0
24953,268.97727,-12.0
24954,270.0,-12.0
24955,271.02273,-12.0
24956,272.04545,-12.0
24957,273.06818,-12.0
24958,274.09091,-12.0
24959,275.11364,-12.0
24960,276.13636,-12.0
24961,277.15909,-12.0
24962,278.18182,-12.0
24963,279.20455,-12.0
24964,280.22727,-12.0
24965,281.25,-12.0
24966,282.27273,-12.0
24967,283.29545,-12.0
24968,284.31818,-12.0
24969,285.34091,-12.0
24970,286.36364,-12.0
24971,287.38636,-12.0
24972,288.40909,-12.0
24973,289.43182,-12.0
24974,290.45455,-12.0
24975,291.47727,-12.0
24976,292.5,-12.0
24977,293.52273,-12.0
24978,294.54545,-12.0
24979,295.56818,-12.0
24980,296.59091,-12.0
24981,297.61364,-12.0
24982,298.63636,-12.0
24983,299.65909,-12.0
24984,300.68182,-12.0
24985,301.70455,-12.0
24986,302.72727,-12.0
24987,303.75,-12.0
24988,304.77273,-12.0
24989,305.79545,-12.0
24990,306.81818,-12.0
24991,307.84091,-12.0
24992,308.86364,-12.0
24993,309.88636,-12.0
24994,310.90909,-12.0
24995,311.93182,-12.0
24996,312.95455,-12.0
24997,313.97727,-12.0
24998,315.0,-12.0
24999,316.02273,-12.0
25000,317.04545,-12.0
25001,318.06818,-12.0
25002,319.09091,-12.0
25003,320.11364,-12.0
25004,321.13636,-12.0
25005,322.15909,-12.0
25006,323.18182,-12.0
25007,324.20455,-12.0
25008,325.22727,-12.0
25009,326.25,-12.0
25010,327.27273,-12.0
25011,328.29545,-12.0
25012,329.31818,-12.0
25013,330.34091,-12.0
25014,331.36364,-12.0
25015,332.38636,-12.0
25016,333.40909,-12.0
25017,334.43182,-12.0
25018,335.45455,-12.0
25019,336.47727,-12.0
25020,337.5,-12.0
25021,338.52273,-12.0
25022,339.54545,-12.0
25023,340.56818,-12.0
25024,341.59091,-12.0
25025,342.61364,-12.0
25026,343.63636,-12.0
25027,344.65909,-12.0
25028,345.68182,-12.0
25029,346.70455,-12.0
25030,347.72727,-12.0
25031,348.75,-12.0
25032,349.77273,-12.0
25033,350.79545,-12.0
25034,351.81818,-12.0
25035,352.84091,-12.0
25036,353.86364,-12.0
25037,354.88636,-12.0
25038,355.90909,-12.0
25039,356.93182,-12.0
25040,357.95455,-12.0
25041,358.97727,-12.0
25042,0.0,-13.0
25043,1.02857,-13.0
25044,2.05714,-13.0
25045,3.08571,-13.0
25046,4.11429,-13.0
25047,5.14286,-13.0
25048,6.17143,-13.0
25049,7.2,-13.0
25050,8.22857,-13.0
25051,9.25714,-13.0
25052,10.28571,-13.0
25053,11.31429,-13.0
25054,12.34286,-13.0
25055,13.37143,-13.0
25056,14.4,-13.0
25057,15.42857,-13.0
25058,16.45714,-13.0
25059,17.48571,-13.0
25060,18.51429,-13.0
25061,19.54286,-13.0
25062,20.57143,-13.0
25063,21.6,-13.0
25064,22.62857,-13.0
25065,23.65714,-13.0
25066,24.68571,-13.0
25067,25.71429,-13.0
25068,26.74286,-13.0
25069,27.77143,-13.0
25070,28.8,-13.0
25071,29.82857,-13.0
25072,30.85714,-13.0
25073,31.88571,-13.0
25074,32.91429,-13.0
25075,33.94286,-13.0
25076,34.97143,-13.0
25077,36.0,-13.0
25078,37.02857,-13.0
25079,38.05714,-13.0
25080,39.08571,-13.0
25081,40.11429,-13.0
25082,41.14286,-13.0
25083,42.17143,-13.0
25084,43.2,-13.0
25085,44.22857,-13.0
25086,45.25714,-13.0
25087,46.28571,-13.0
25088,47.31429,-13.0
25089,48.34286,-13.0
25090,49.37143,-13.0
25091,50.4,-13.0
25092,51.42857,-13.0
25093,52.45714,-13.0
25094,53.48571,-13.0
25095,54.51429,-13.0
25096,55.54286,-13.0
25097,56.57143,-13.0
25098,57.6,-13.0
25099,58.62857,-13.0
25100,59.65714,-13.0
25101,60.68571,-13.0
25102,61.71429,-13.0
25103,62.74286,-13.0
25104,63.77143,-13.0
25105,64.8,-13.0
25106,65.82857,-13.0
25107,66.85714,-13.0
25108,67.88571,-13.0
25109,68.91429,-13.0
25110,69.94286,-13.0
25111,70.97143,-13.0
25112,72.0,-13.0
25113,73.02857,-13.0
25114,74.05714,-13.0
25115,75.08571,-13.0
25116,76.11429,-13.0
25117,77.14286,-13.0
25118,78.17143,-13.0
25119,79.2,-13.0
25120,80.22857,-13.0
25121,81.25714,-13.0
25122,82.28571,-13.0
25123,83.31429,-13.0
25124,84.34286,-13.0
25125,85.37143,-13.0
25126,86.4,-13.0
25127,87.42857,-13.0
25128,88.45714,-13.0
25129,89.48571,-13.0
25130,90.51429,-13.0
25131,91.54286,-13.0
25132,92.57143,-13.0
25133,93.6,-13.0
25134,94.62857,-13.0
25135,95.65714,-13.0
25136,96.68571,-13.0
25137,97.71429,-13.0
25138,98.74286,-13.0
25139,99.77143,-13.0
25140,100.8,-13.0
25141,101.82857,-13.0
25142,102.85714,-13.0
25143,103.88571,-13.0
25144,104.91429,-13.0
25145,105.94286,-13.0
25146,106.97143,-13.0
25147,108.0,-13.0
25148,109.02857,-13.0
25149,110.05714,-13.0
25150,111.08571,-13.0
25151,112.11429,-13.0
25152,113.14286,-13.0
25153,114.17143,-13.0
25154,115.2,-13.0
25155,116.22857,-13.0
25156,117.25714,-13.0
25157,118.28571,-13.0
25158,119.31429,-13.0
25159,120.34286,-13.0
25160,121.37143,-13.0
25161,122.4,-13.0
25162,123.42857,-13.0
25163,124.45714,-13.0
25164,125.48571,-13.0
25165,126.51429,-13.0
25166,127.54286,-13.0
25167,128.57143,-13.0
25168,129.6,-13.0
25169,130.62857,-13.0
25170,131.65714,-13.0
25171,132.68571,-13.0
25172,133.71429,-13.0
25173,134.74286,-13.0
25174,135.77143,-13.0
25175,136.8,-13.0
25176,137.82857,-13.0
25177,138.85714,-13.0
25178,139.88571,-13.0
25179,140.91429,-13.0
25180,141.94286,-13.0
25181,142.97143,-13.0
25182,144.0,-13.0
25183,145.02857,-13.0
25184,146.05714,-13.0
25185,147.08571,-13.0
25186,148.11429,-13.0
25187,149.14286,-13.0
25188,150.17143,-13.0
25189,151.2,-13.0
25190,152.22857,-13.0
25191,153.25714,-13.0
25192,154.28571,-13.0
25193,155.31429,-13.0
25194,156.34286,-13.0
25195,157.37143,-13.0
25196,158.4,-13.0
25197,159.42857,-13.0
25198,160.45714,-13.0
25199,161.48571,-13.0
25200,162.51429,-13.0
25201,163.54286,-13.0
25202,164.57143,-13.0
25203,165.6,-13.0
25204,166.62857,-13.0
25205,167.65714,-13.0
25206,168.68571,-13.0
25207,169.71429,-13.0
25208,170.74286,-13.0
25209,171.77143,-13.0
25210,172.8,-13.0
25211,173.82857,-13.0
25212,174.85714,-13.0
25213,175.88571,-13.0
25214,176.91429,-13.0
25215,177.94286,-13.0
25216,178.97143,-13.0
25217,180.0,-13.0
25218,181.02857,-13.0
25219,182.05714,-13.0
25220,183.08571,-13.0
25221,184.11429,-13.0
25222,185.14286,-13.0
25223,186.17143,-13.0
25224,187.2,-13.0
25225,188.22857,-13.0
25226,189.25714,-13.0
25227,190.28571,-13.0
25228,191.31429,-13.0
25229,192.34286,-13.0
25230,193.37143,-13.0
25231,194.4,-13.0
25232,195.42857,-13.0
25233,196.45714,-13.0
25234,197.48571,-13.0
25235,198.51429,-13.0
25236,199.54286,-13.0
25237,200.57143,-13.0
25238,201.6,-13.0
25239,202.62857,-13.0
25240,203.65714,-13.0
25241,204.68571,-13.0
25242,205.71429,-13.0
25243,206.74286,-13.0
25244,207.77143,-13.0
25245,208.8,-13.0
25246,209.82857,-13.0
25247,210.85714,-13.0
25248,211.88571,-13.0
25249,212.91429,-13.0
25250,213.94286,-13.0
25251,214.97143,-13.0
25252,216.0,-13.0
25253,217.02857,-13.0
25254,218.05714,-13.0
25255,219.08571,-13.0
25256,220.11429,-13.0
25257,221.14286,-13.0
25258,222.17143,-13.0
25259,223.2,-13.0
25260,224.22857,-13.0
25261,225.25714,-13.0
25262,226.28571,-13.0
25263,227.31429,-13.0
25264,228.34286,-13.0
25265,229.37143,-13.0
25266,230.4,-13.0
25267,231.42857,-13.0
25268,232.45714,-13.0
25269,233.48571,-13.0
25270,234.51429,-13.0
25271,235.54286,-13.0
25272,236.57143,-13.0
25273,237.6,-13.0
25274,238.62857,-13.0
25275,239.65714,-13.0
25276,240.68571,-13.0
25277,241.71429,-13.0
25278,242.74286,-13.0
25279,243.77143,-13.0
25280,244.8,-13.0
25281,245.82857,-13.0
25282,246.85714,-13.0
25283,247.88571,-13.0
25284,248.91429,-13.0
25285,249.94286,-13.0
25286,250.97143,-13.0
25287,252.0,-13.0
25288,253.02857,-13.0
25289,254.05714,-13.0
25290,255.08571,-13.0
25291,256.11429,-13.0
25292,257.14286,-13.0
25293,258.17143,-13.0
25294,259.2,-13.0
25295,260.22857,-13.0
25296,261.25714,-13.0
25297,262.28571,-13.0
25298,263.31429,-13.0
25299,264.34286,-13.0
25300,265.37143,-13.0
25301,266.4,-13.0
25302,267.42857,-13.0
25303,268.45714,-13.0
25304,269.48571,-13.0
25305,270.51429,-13.0
25306,271.54286,-13.0
25307,272.57143,-13.0
25308,273.6,-13.0
25309,274.62857,-13.0
25310,275.65714,-13.0
25311,276.68571,-13.0
25312,277.71429,-13.0
25313,278.74286,-13.0
25314,279.77143,-13.0
25315,280.8,-13.0
25316,281.82857,-13.0
25317,282.85714,-13.0
25318,283.88571,-13.0
25319,284.91429,-13.0
25320,285.94286,-13.0
25321,286.97143,-13.0
25322,288.0,-13.0
25323,289.02857,-13.0
25324,290.05714,-13.0
25325,291.08571,-13.0
25326,292.11429,-13.0
25327,293.14286,-13.0
25328,294.17143,-13.0
25329,295.2,-13.0
25330,296.22857,-13.0
25331,297.25714,-13.0
25332,298.28571,-13.0
25333,299.31429,-13.0
25334,300.34286,-13.0
25335,301.37143,-13.0
25336,302.4,-13.0
25337,303.42857,-13.0
25338,304.45714,-13.0
25339,305.48571,-13.0
25340,306.51429,-13.0
25341,307.54286,-13.0
25342,308.57143,-13.0
25343,309.6,-13.0
25344,310.62857,-13.0
25345,311.65714,-13.0
25346,312.68571,-13.0
25347,313.71429,-13.0
25348,314.74286,-13.0
25349,315.77143,-13.0
25350,316.8,-13.0
25351,317.82857,-13.0
25352,318.85714,-13.0
25353,319.88571,-13.0
25354,320.91429,-13.0
25355,321.94286,-13.0
25356,322.97143,-13.0
25357,324.0,-13.0
25358,325.02857,-13.0
25359,326.05714,-13.0
25360,327.08571,-13.0
25361,328.11429,-13.0
25362,329.14286,-13.0
25363,330.17143,-13.0
25364,331.2,-13.0
25365,332.22857,-13.0
25366,333.25714,-13.0
25367,334.28571,-13.0
25368,335.31429,-13.0
25369,336.34286,-13.0
25370,337.37143,-13.0
25371,338.4,-13.0
25372,339.42857,-13.0
25373,340.45714,-13.0
25374,341.48571,-13.0
25375,342.51429,-13.0
25376,343.54286,-13.0
25377,344.57143,-13.0
25378,345.6,-13.0
25379,346.62857,-13.0
25380,347.65714,-13.0
25381,348.68571,-13.0
25382,349.71429,-13.0
25383,350.74286,-13.0
25384,351.77143,-13.0
25385,352.8,-13.0
25386,353.82857,-13.0
25387,354.85714,-13.0
25388,355.88571,-13.0
25389,356.91429,-13.0
25390,357.94286,-13.0
25391,358.97143,-13.0
25392,0.0,-14.0
25393,1.03152,-14.0
25394,2.06304,-14.0
25395,3.09456,-14.0
25396,4.12607,-14.0
25397,5.15759,-14.0
25398,6.18911,-14.0
25399,7.22063,-14.0
25400,8.25215,-14.0
25401,9.28367,-14.0
25402,10.31519,-14.0
25403,11.3467,-14.0
25404,12.37822,-14.0
25405,13.40974,-14.0
25406,14.44126,-14.0
25407,15.47278,-14.0
25408,16.5043,-14.0
25409,17.53582,-14.0
25410,18.56734,-14.0
25411,19.59885,-14.0
25412,20.63037,-14.0
25413,21.66189,-14.0
25414,22.69341,-14.0
25415,23.72493,-14.0
25416,24.75645,-14.0
25417,25.78797,-14.0
25418,26.81948,-14.0
25419,27.851,-14.0
25420,28.88252,-14.0
25421,29.91404,-14.0
25422,30.94556,-14.0
25423,31.97708,-14.0
25424,33.0086,-14.0
25425,34.04011,-14.0
25426,35.07163,-14.0
25427,36.10315,-14.0
25428,37.13467,-14.0
25429,38.16619,-14.0
25430,39.19771,-14.0
25431,40.22923,-14.0
25432,41.26074,-14.0
25433,42.29226,-14.0
25434,43.32378,-14.0
25435,44.3553,-14.0
25436,45.38682,-14.0
25437,46.41834,-14.0
25438,47.44986,-14.0
25439,48.48138,-14.0
25440,49.51289,-14.0
25441,50.54441,-14.0
25442,51.57593,-14.0
25443,52.60745,-14.0
25444,53.63897,-14.0
25445,54.67049,-14.0
25446,55.70201,-14.0
25447,56.73352,-14.0
25448,57.76504,-14.0
25449,58.79656,-14.0
25450,59.82808,-14.0
25451,60.8596,-14.0
25452,61.89112,-14.0
25453,62.92264,-14.0
25454,63.95415,-14.0
25455,64.98567,-14.0
25456,66.01719,-14.0
25457,67.04871,-14.0
25458,68.08023,-14.0
25459,69.11175,-14.0
25460,70.14327,-14.0
25461,71.17479,-14.0
25462,72.2063,-14.0
25463,73.23782,-14.0
25464,74.26934,-14.0
25465,75.30086,-14.0
25466,76.33238,-14.0
25467,77.3639,-14.0
25468,78.39542,-14.0
25469,79.42693,-14.0
25470,80.45845,-14.0
25471,81.48997,-14.0
25472,82.52149,-14.0
25473,83.55301,-14.0
25474,84.58453,-14.0
25475,85.61605,-14.0
25476,86.64756,-14.0
25477,87.67908,-14.0
25478,88.7106,-14.0
25479,89.74212,-14.0
25480,90.77364,-14.0
25481,91.80516,-14.0
25482,92.83668,-14.0
25483,93.86819,-14.0
25484,94.89971,-14.0
25485,95.93123,-14.0
25486,96.96275,-14.0
25487,97.99427,-14.0
25488,99.02579,-14.0
25489,100.05731,-14.0
25490,101.08883,-14.0
25491,102.12034,-14.0
25492,103.15186,-14.0
25493,104.18338,-14.0
25494,105.2149,-14.0
25495,106.24642,-14.0
25496,107.27794,-14.0
25497,108.30946,-14.0
25498,109.34097,-14.0
25499,110.37249,-14.0
25500,111.40401,-14.0
25501,112.43553,-14.0
25502,113.46705,-14.0
25503,114.49857,-14.0
25504,115.53009,-14.0
25505,116.5616,-14.0
25506,117.59312,-14.0
25507,118.62464,-14.0
25508,119.65616,-14.0
25509,120.68768,-14.0
25510,121.7192,-14.0
25511,122.75072,-14.0
25512,123.78223,-14.0
25513,124.81375,-14.0
25514,125.84527,-14.0
25515,126.87679,-14.0
25516,127.90831,-14.0
25517,128.93983,-14.0
25518,129.97135,-14.0
25519,131.00287,-14.0
25520,132.03438,-14.0
25521,133.0659,-14.0
25522,134.09742,-14.0
25523,135.12894,-14.0
25524,136.16046,-14.0
25525,137.19198,-14.0
25526,138.2235,-14.0
25527,139.25501,-14.0
25528,140.28653,-14.0
25529,141.31805,-14.0
25530,142.34957,-14.0
25531,143.38109,-14.0
25532,144.41261,-14.0
25533,145.44413,-14.0
25534,146.47564,-14.0
25535,147.50716,-14.0
25536,148.53868,-14.0
25537,149.5702,-14.0
25538,150.60172,-14.0
25539,151.63324,-14.0
25540,152.66476,-14.0
25541,153.69628,-14.0
25542,154.72779,-14.0
25543,155.75931,-14.0
25544,156.79083,-14.0
25545,157.82235,-14.0
25546,158.85387,-14.0
25547,159.88539,-14.0
25548,160.91691,-14.0
25549,161.94842,-14.0
25550,162.97994,-14.0
25551,164.01146,-14.0
25552,165.04298,-14.0
25553,166.0745,-14.0
25554,167.10602,-14.0
25555,168.13754,-14.0
25556,169.16905,-14.0
25557,170.20057,-14.0
25558,171.23209,-14.0
25559,172.26361,-14.0
25560,173.29513,-14.0
25561,174.32665,-14.0
25562,175.35817,-14.0
25563,176.38968,-14.0
25564,177.4212,-14.0
25565,178.45272,-14.0
25566,179.48424,-14.0
25567,180.51576,-14.0
25568,181.54728,-14.0
25569,182.5788,-14.0
25570,183.61032,-14.0
25571,184.64183,-14.0
25572,185.67335,-14.0
25573,186.70487,-14.0
25574,187.73639,-14.0
25575,188.76791,-14.0
25576,189.79943,-14.0
25577,190.83095,-14.0
25578,191.86246,-14.0
25579,192.89398,-14.0
25580,193.9255,-14.0
25581,194.95702,-14.0
25582,195.98854,-14.0
25583,197.02006,-14.0
25584,198.05158,-14.0
25585,199.08309,-14.0
25586,200.11461,-14.0
25587,201.14613,-14.0
25588,202.17765,-14.0
25589,203.20917,-14.0
25590,204.24069,-14.0
25591,205.27221,-14.0
25592,206.30372,-14.0
25593,207.33524,-14.0
25594,208.36676,-14.0
25595,209.39828,-14.0
25596,210.4298,-14.0
25597,211.46132,-14.0
25598,212.49284,-14.0
25599,213.52436,-14.0
25600,214.55587,-14.0
25601,215.58739,-14.0
25602,216.61891,-14.0
25603,217.65043,-14.0
25604,218.68195,-14.0
25605,219.71347,-14.0
25606,220.74499,-14.0
25607,221.7765,-14.0
25608,222.80802,-14.0
25609,223.83954,-14.0
25610,224.87106,-14.0
25611,225.90258,-14.0
25612,226.9341,-14.0
25613,227.96562,-14.0
25614,228.99713,-14.0
25615,230.02865,-14.0
25616,231.06017,-14.0
25617,232.09169,-14.0
25618,233.12321,-14.0
25619,234.15473,-14.0
25620,235.18625,-14.0
25621,236.21777,-14.0
25622,237.24928,-14.0
25623,238.2808,-14.0
25624,239.31232,-14.0
25625,240.34384,-14.0
25626,241.37536,-14.0
25627,242.40688,-14.0
25628,243.4384,-14.0
25629,244.46991,-14.0
25630,245.50143,-14.0
25631,246.53295,-14.0
25632,247.56447,-14.0
25633,248.59599,-14.0
25634,249.62751,-14.0
25635,250.65903,-14.0
25636,251.69054,-14.0
25637,252.72206,-14.0
25638,253.75358,-14.0
25639,254.7851,-14.0
25640,255.81662,-14.0
25641,256.84814,-14.0
25642,257.87966,-14.0
25643,258.91117,-14.0
25644,259.94269,-14.0
25645,260.97421,-14.0
25646,262.00573,-14.0
25647,263.03725,-14.0
25648,264.06877,-14.0
25649,265.10029,-14.0
25650,266.13181,-14.0
25651,267.16332,-14.0
25652,268.19484,-14.0
25653,269.22636,-14.0
25654,270.25788,-14.0
25655,271.2894,-14.0
25656,272.32092,-14.0
25657,273.35244,-14.0
25658,274.38395,-14.0
25659,275.41547,-14.0
25660,276.44699,-14.0
25661,277.47851,-14.0
25662,278.51003,-14.0
25663,279.54155,-14.0
25664,280.57307,-14.0
25665,281.60458,-14.0
25666,282.6361,-14.0
25667,283.66762,-14.0
25668,284.69914,-14.0
25669,285.73066,-14.0
25670,286.76218,-14.0
25671,287.7937,-14.0
25672,288.82521,-14.0
25673,289.85673,-14.0
25674,290.88825,-14.0
25675,291.91977,-14.0
25676,292.95129,-14.0
25677,293.98281,-14.0
25678,295.01433,-14.0
25679,296.04585,-14.0
25680,297.07736,-14.0
25681,298.10888,-14.0
25682,299.1404,-14.0
25683,300.17192,-14.0
25684,301.20344,-14.0
25685,302.23496,-14.0
25686,303.26648,-14.0
25687,304.29799,-14.0
25688,305.32951,-14.0
25689,306.36103,-14.0
25690,307.39255,-14.0
25691,308.42407,-14.0
25692,309.45559,-14.0
25693,310.48711,-14.0
25694,311.51862,-14.0
25695,312.55014,-14.0
25696,313.58166,-14.0
25697,314.61318,-14.0
25698,315.6447,-14.0
25699,316.67622,-14.0
25700,317.70774,-14.0
25701,318.73926,-14.0
25702,319.77077,-14.0
25703,320.80229,-14.0
25704,321.83381,-14.0
25705,322.86533,-14.0
25706,323.89685,-14.0
25707,324.92837,-14.0
25708,325.95989,-14.0
25709,326.9914,-14.0
25710,328.02292,-14.0
25711,329.05444,-14.0
25712,330.08596,-14.0
25713,331.11748,-14.0
25714,332.149,-14.0
25715,333.18052,-14.0
25716,334.21203,-14.0
25717,335.24355,-14.0
25718,336.27507,-14.0
25719,337.30659,-14.0
25720,338.33811,-14.0
25721,339.36963,-14.0
25722,340.40115,-14.0
25723,341.43266,-14.0
25724,342.46418,-14.0
25725,343.4957,-14.0
25726,344.52722,-14.0
25727,345.55874,-14.0
25728,346.59026,-14.0
25729,347.62178,-14.0
25730,348.6533,-14.0
25731,349.68481,-14.0
25732,350.71633,-14.0
25733,351.74785,-14.0
25734,352.77937,-14.0
25735,353.81089,-14.0
25736,354.84241,-14.0
25737,355.87393,-14.0
25738,356.90544,-14.0
25739,357.93696,-14.0
25740,358.96848,-14.0
25741,0.0,-15.0
25742,1.03746,-15.0
25743,2.07493,-15.0
25744,3.11239,-15.0
25745,4.14986,-15.0
25746,5.18732,-15.0
25747,6.22478,-15.0
25748,7.26225,-15.0
25749,8.29971,-15.0
25750,9.33718,-15.0
25751,10.37464,-15.0
25752,11.4121,-15.0
25753,12.44957,-15.0
25754,13.48703,-15.0
25755,14.5245,-15.0
25756,15.56196,-15.0
25757,16.59942,-15.0
25758,17.63689,-15.0
25759,18.67435,-15.0
25760,19.71182,-15.0
25761,20.74928,-15.0
25762,21.78674,-15.0
25763,22.82421,-15.0
25764,23.86167,-15.0
25765,24.89914,-15.0
25766,25.9366,-15.0
25767,26.97406,-15.0
25768,28.01153,-15.0
25769,29.04899,-15.0
25770,30.08646,-15.0
25771,31.12392,-15.0
25772,32.16138,-15.0
25773,33.19885,-15.0
25774,34.23631,-15.0
25775,35.27378,-15.0
25776,36.31124,-15.0
25777,37.3487,-15.0
25778,38.38617,-15.0
25779,39.42363,-15.0
25780,40.4611,-15.0
25781,41.49856,-15.0
25782,42.53602,-15.0
25783,43.57349,-15.0
25784,44.61095,-15.0
25785,45.64841,-15.0
25786,46.68588,-15.0
25787,47.72334,-15.0
25788,48.76081,-15.0
25789,49.79827,-15.0
25790,50.83573,-15.0
25791,51.8732,-15.0
25792,52.91066,-15.0
25793,53.94813,-15.0
25794,54.98559,-15.0
25795,56.02305,-15.0
25796,57.06052,-15.0
25797,58.09798,-15.0
25798,59.13545,-15.0
25799,60.17291,-15.0
25800,61.21037,-15.0
25801,62.24784,-15.0
25802,63.2853,-15.0
25803,64.32277,-15.0
25804,65.36023,-15.0
25805,66.39769,-15.0
25806,67.43516,-15.0
25807,68.47262,-15.0
25808,69.51009,-15.0
25809,70.54755,-15.0
25810,71.58501,-15.0
25811,72.62248,-15.0
25812,73.65994,-15.0
25813,74.69741,-15.0
25814,75.73487,-15.0
25815,76.77233,-15.0
25816,77.8098,-15.0
25817,78.84726,-15.0
25818,79.88473,-15.0
25819,80.92219,-15.0
25820,81.95965,-15.0
25821,82.99712,-15.0
25822,84.03458,-15.0
25823,85.07205,-15.0
25824,86.10951,-15.0
25825,87.14697,-15.0
25826,88.18444,-15.0
25827,89.2219,-15.0
25828,90.25937,-15.0
25829,91.29683,-15.0
25830,92.33429,-15.0
25831,93.37176,-15.0
25832,94.40922,-15.0
25833,95.44669,-15.0
25834,96.48415,-15.0
25835,97.52161,-15.0
25836,98.55908,-15.0
25837,99.59654,-15.0
25838,100.63401,-15.0
25839,101.67147,-15.0
25840,102.70893,-15.0
25841,103.7464,-15.0
25842,104.78386,-15.0
25843,105.82133,-15.0
25844,106.85879,-15.0
25845,107.89625,-15.0
25846,108.93372,-15.0
25847,109.97118,-15.0
25848,111.00865,-15.0
25849,112.04611,-15.0
25850,113.08357,-15.0
25851,114.12104,-15.0
25852,115.1585,-15.0
25853,116.19597,-15.0
25854,117.23343,-15.0
25855,118.27089,-15.0
25856,119.30836,-15.0
25857,120.34582,-15.0
25858,121.38329,-15.0
25859,122.42075,-15.0
25860,123.45821,-15.0
25861,124.49568,-15.0
25862,125.53314,-15.0
25863,126.57061,-15.0
25864,127.60807,-15.0
25865,128.64553,-15.0
25866,129.683,-15.0
25867,130.72046,-15.0
25868,131.75793,-15.0
25869,132.79539,-15.0
25870,133.83285,-15.0
25871,134.87032,-15.0
25872,135.90778,-15.0
25873,136.94524,-15.0
25874,137.98271,-15.0
25875,139.02017,-15.0
25876,140.05764,-15.0
25877,141.0951,-15.0
25878,142.13256,-15.0
25879,143.17003,-15.0
25880,144.20749,-15.0
25881,145.24496,-15.0
25882,146.28242,-15.0
25883,147.31988,-15.0
25884,148.35735,-15.0
25885,149.39481,-15.0
25886,150.43228,-15.0
25887,151.46974,-15.0
25888,152.5072,-15.0
25889,153.54467,-15.0
25890,154.58213,-15.0
