,RA_Center,DEC_Center
9444,273.88704,33.0
9445,275.08306,33.0
9446,276.27907,33.0
9447,277.47508,33.0
9448,278.6711,33.0
9449,279.86711,33.0
9450,281.06312,33.0
9451,282.25914,33.0
9452,283.45515,33.0
9453,284.65116,33.0
9454,285.84718,33.0
9455,287.04319,33.0
9456,288.2392,33.0
9457,289.43522,33.0
9458,290.63123,33.0
9459,291.82724,33.0
9460,293.02326,33.0
9461,294.21927,33.0
9462,295.41528,33.0
9463,296.6113,33.0
9464,297.80731,33.0
9465,299.00332,33.0
9466,300.19934,33.0
9467,301.39535,33.0
9468,302.59136,33.0
9469,303.78738,33.0
9470,304.98339,33.0
9471,306.1794,33.0
9472,307.37542,33.0
9473,308.57143,33.0
9474,309.76744,33.0
9475,310.96346,33.0
9476,312.15947,33.0
9477,313.35548,33.0
9478,314.5515,33.0
9479,315.74751,33.0
9480,316.94352,33.0
9481,318.13953,33.0
9482,319.33555,33.0
9483,320.53156,33.0
9484,321.72757,33.0
9485,322.92359,33.0
9486,324.1196,33.0
9487,325.31561,33.0
9488,326.51163,33.0
9489,327.70764,33.0
9490,328.90365,33.0
9491,330.09967,33.0
9492,331.29568,33.0
9493,332.49169,33.0
9494,333.68771,33.0
9495,334.88372,33.0
9496,336.07973,33.0
9497,337.27575,33.0
9498,338.47176,33.0
9499,339.66777,33.0
9500,340.86379,33.0
9501,342.0598,33.0
9502,343.25581,33.0
9503,344.45183,33.0
9504,345.64784,33.0
9505,346.84385,33.0
9506,348.03987,33.0
9507,349.23588,33.0
9508,350.43189,33.0
9509,351.62791,33.0
9510,352.82392,33.0
9511,354.01993,33.0
9512,355.21595,33.0
9513,356.41196,33.0
9514,357.60797,33.0
9515,358.80399,33.0
9516,0.0,32.0
9517,1.18033,32.0
9518,2.36066,32.0
9519,3.54098,32.0
9520,4.72131,32.0
9521,5.90164,32.0
9522,7.08197,32.0
9523,8.2623,32.0
9524,9.44262,32.0
9525,10.62295,32.0
9526,11.80328,32.0
9527,12.98361,32.0
9528,14.16393,32.0
9529,15.34426,32.0
9530,16.52459,32.0
9531,17.70492,32.0
9532,18.88525,32.0
9533,20.06557,32.0
9534,21.2459,32.0
9535,22.42623,32.0
9536,23.60656,32.0
9537,24.78689,32.0
9538,25.96721,32.0
9539,27.14754,32.0
9540,28.32787,32.0
9541,29.5082,32.0
9542,30.68852,32.0
9543,31.86885,32.0
9544,33.04918,32.0
9545,34.22951,32.0
9546,35.40984,32.0
9547,36.59016,32.0
9548,37.77049,32.0
9549,38.95082,32.0
9550,40.13115,32.0
9551,41.31148,32.0
9552,42.4918,32.0
9553,43.67213,32.0
9554,44.85246,32.0
9555,46.03279,32.0
9556,47.21311,32.0
9557,48.39344,32.0
9558,49.57377,32.0
9559,50.7541,32.0
9560,51.93443,32.0
9561,53.11475,32.0
9562,54.29508,32.0
9563,55.47541,32.0
9564,56.65574,32.0
9565,57.83607,32.0
9566,59.01639,32.0
9567,60.19672,32.0
9568,61.37705,32.0
9569,62.55738,32.0
9570,63.7377,32.0
9571,64.91803,32.0
9572,66.09836,32.0
9573,67.27869,32.0
9574,68.45902,32.0
9575,69.63934,32.0
9576,70.81967,32.0
9577,72.0,32.0
9578,73.18033,32.0
9579,74.36066,32.0
9580,75.54098,32.0
9581,76.72131,32.0
9582,77.90164,32.0
9583,79.08197,32.0
9584,80.2623,32.0
9585,81.44262,32.0
9586,82.62295,32.0
9587,83.80328,32.0
9588,84.98361,32.0
9589,86.16393,32.0
9590,87.34426,32.0
9591,88.52459,32.0
9592,89.70492,32.0
9593,90.88525,32.0
9594,92.06557,32.0
9595,93.2459,32.0
9596,94.42623,32.0
9597,95.60656,32.0
9598,96.78689,32.0
9599,97.96721,32.0
9600,99.14754,32.0
9601,100.32787,32.0
9602,101.5082,32.0
9603,102.68852,32.0
9604,103.86885,32.0
9605,105.04918,32.0
9606,106.22951,32.0
9607,107.40984,32.0
9608,108.59016,32.0
9609,109.77049,32.0
9610,110.95082,32.0
9611,112.13115,32.0
9612,113.31148,32.0
9613,114.4918,32.0
9614,115.67213,32.0
9615,116.85246,32.0
9616,118.03279,32.0
9617,119.21311,32.0
9618,120.39344,32.0
9619,121.57377,32.0
9620,122.7541,32.0
9621,123.93443,32.0
9622,125.11475,32.0
9623,126.29508,32.0
9624,127.47541,32.0
9625,128.65574,32.0
9626,129.83607,32.0
9627,131.01639,32.0
9628,132.19672,32.0
9629,133.37705,32.0
9630,134.55738,32.0
9631,135.7377,32.0
9632,136.91803,32.0
9633,138.09836,32.0
9634,139.27869,32.0
9635,140.45902,32.0
9636,141.63934,32.0
9637,142.81967,32.0
9638,144.0,32.0
9639,145.18033,32.0
9640,146.36066,32.0
9641,147.54098,32.0
9642,148.72131,32.0
9643,149.90164,32.0
9644,151.08197,32.0
9645,152.2623,32.0
9646,153.44262,32.0
9647,154.62295,32.0
9648,155.80328,32.0
9649,156.98361,32.0
9650,158.16393,32.0
9651,159.34426,32.0
9652,160.52459,32.0
9653,161.70492,32.0
9654,162.88525,32.0
9655,164.06557,32.0
9656,165.2459,32.0
9657,166.42623,32.0
9658,167.60656,32.0
9659,168.78689,32.0
9660,169.96721,32.0
9661,171.14754,32.0
9662,172.32787,32.0
9663,173.5082,32.0
9664,174.68852,32.0
9665,175.86885,32.0
9666,177.04918,32.0
9667,178.22951,32.0
9668,179.40984,32.0
9669,180.59016,32.0
9670,181.77049,32.0
9671,182.95082,32.0
9672,184.13115,32.0
9673,185.31148,32.0
9674,186.4918,32.0
9675,187.67213,32.0
9676,188.85246,32.0
9677,190.03279,32.0
9678,191.21311,32.0
9679,192.39344,32.0
9680,193.57377,32.0
9681,194.7541,32.0
9682,195.93443,32.0
9683,197.11475,32.0
9684,198.29508,32.0
9685,199.47541,32.0
9686,200.65574,32.0
9687,201.83607,32.0
9688,203.01639,32.0
9689,204.19672,32.0
9690,205.37705,32.0
9691,206.55738,32.0
9692,207.7377,32.0
9693,208.91803,32.0
9694,210.09836,32.0
9695,211.27869,32.0
9696,212.45902,32.0
9697,213.63934,32.0
9698,214.81967,32.0
9699,216.0,32.0
9700,217.18033,32.0
9701,218.36066,32.0
9702,219.54098,32.0
9703,220.72131,32.0
9704,221.90164,32.0
9705,223.08197,32.0
9706,224.2623,32.0
9707,225.44262,32.0
9708,226.62295,32.0
9709,227.80328,32.0
9710,228.98361,32.0
9711,230.16393,32.0
9712,231.34426,32.0
9713,232.52459,32.0
9714,233.70492,32.0
9715,234.88525,32.0
9716,236.06557,32.0
9717,237.2459,32.0
9718,238.42623,32.0
9719,239.60656,32.0
9720,240.78689,32.0
9721,241.96721,32.0
9722,243.14754,32.0
9723,244.32787,32.0
9724,245.5082,32.0
9725,246.68852,32.0
9726,247.86885,32.0
9727,249.04918,32.0
9728,250.22951,32.0
9729,251.40984,32.0
9730,252.59016,32.0
9731,253.77049,32.0
9732,254.95082,32.0
9733,256.13115,32.0
9734,257.31148,32.0
9735,258.4918,32.0
9736,259.67213,32.0
9737,260.85246,32.0
9738,262.03279,32.0
9739,263.21311,32.0
9740,264.39344,32.0
9741,265.57377,32.0
9742,266.7541,32.0
9743,267.93443,32.0
9744,269.11475,32.0
9745,270.29508,32.0
9746,271.47541,32.0
9747,272.65574,32.0
9748,273.83607,32.0
9749,275.01639,32.0
9750,276.19672,32.0
9751,277.37705,32.0
9752,278.55738,32.0
9753,279.7377,32.0
9754,280.91803,32.0
9755,282.09836,32.0
9756,283.27869,32.0
9757,284.45902,32.0
9758,285.63934,32.0
9759,286.81967,32.0
9760,288.0,32.0
9761,289.18033,32.0
9762,290.36066,32.0
9763,291.54098,32.0
9764,292.72131,32.0
9765,293.90164,32.0
9766,295.08197,32.0
9767,296.2623,32.0
9768,297.44262,32.0
9769,298.62295,32.0
9770,299.80328,32.0
9771,300.98361,32.0
9772,302.16393,32.0
9773,303.34426,32.0
9774,304.52459,32.0
9775,305.70492,32.0
9776,306.88525,32.0
9777,308.06557,32.0
9778,309.2459,32.0
9779,310.42623,32.0
9780,311.60656,32.0
9781,312.78689,32.0
9782,313.96721,32.0
9783,315.14754,32.0
9784,316.32787,32.0
9785,317.5082,32.0
9786,318.68852,32.0
9787,319.86885,32.0
9788,321.04918,32.0
9789,322.22951,32.0
9790,323.40984,32.0
9791,324.59016,32.0
9792,325.77049,32.0
9793,326.95082,32.0
9794,328.13115,32.0
9795,329.31148,32.0
9796,330.4918,32.0
9797,331.67213,32.0
9798,332.85246,32.0
9799,334.03279,32.0
9800,335.21311,32.0
9801,336.39344,32.0
9802,337.57377,32.0
9803,338.7541,32.0
9804,339.93443,32.0
9805,341.11475,32.0
9806,342.29508,32.0
9807,343.47541,32.0
9808,344.65574,32.0
9809,345.83607,32.0
9810,347.01639,32.0
9811,348.19672,32.0
9812,349.37705,32.0
9813,350.55738,32.0
9814,351.7377,32.0
9815,352.91803,32.0
9816,354.09836,32.0
9817,355.27869,32.0
9818,356.45902,32.0
9819,357.63934,32.0
9820,358.81967,32.0
9821,0.0,31.0
9822,1.16883,31.0
9823,2.33766,31.0
9824,3.50649,31.0
9825,4.67532,31.0
9826,5.84416,31.0
9827,7.01299,31.0
9828,8.18182,31.0
9829,9.35065,31.0
9830,10.51948,31.0
9831,11.68831,31.0
9832,12.85714,31.0
9833,14.02597,31.0
9834,15.19481,31.0
9835,16.36364,31.0
9836,17.53247,31.0
9837,18.7013,31.0
9838,19.87013,31.0
9839,21.03896,31.0
9840,22.20779,31.0
9841,23.37662,31.0
9842,24.54545,31.0
9843,25.71429,31.0
9844,26.88312,31.0
9845,28.05195,31.0
9846,29.22078,31.0
9847,30.38961,31.0
9848,31.55844,31.0
9849,32.72727,31.0
9850,33.8961,31.0
9851,35.06494,31.0
9852,36.23377,31.0
9853,37.4026,31.0
9854,38.57143,31.0
9855,39.74026,31.0
9856,40.90909,31.0
9857,42.07792,31.0
9858,43.24675,31.0
9859,44.41558,31.0
9860,45.58442,31.0
9861,46.75325,31.0
9862,47.92208,31.0
9863,49.09091,31.0
9864,50.25974,31.0
9865,51.42857,31.0
9866,52.5974,31.0
9867,53.76623,31.0
9868,54.93506,31.0
9869,56.1039,31.0
9870,57.27273,31.0
9871,58.44156,31.0
9872,59.61039,31.0
9873,60.77922,31.0
9874,61.94805,31.0
9875,63.11688,31.0
9876,64.28571,31.0
9877,65.45455,31.0
9878,66.62338,31.0
9879,67.79221,31.0
9880,68.96104,31.0
9881,70.12987,31.0
9882,71.2987,31.0
9883,72.46753,31.0
9884,73.63636,31.0
9885,74.80519,31.0
9886,75.97403,31.0
9887,77.14286,31.0
9888,78.31169,31.0
9889,79.48052,31.0
9890,80.64935,31.0
9891,81.81818,31.0
9892,82.98701,31.0
9893,84.15584,31.0
9894,85.32468,31.0
9895,86.49351,31.0
9896,87.66234,31.0
9897,88.83117,31.0
9898,90.0,31.0
9899,91.16883,31.0
9900,92.33766,31.0
9901,93.50649,31.0
9902,94.67532,31.0
9903,95.84416,31.0
9904,97.01299,31.0
9905,98.18182,31.0
9906,99.35065,31.0
9907,100.51948,31.0
9908,101.68831,31.0
9909,102.85714,31.0
9910,104.02597,31.0
9911,105.19481,31.0
9912,106.36364,31.0
9913,107.53247,31.0
9914,108.7013,31.0
9915,109.87013,31.0
9916,111.03896,31.0
9917,112.20779,31.0
9918,113.37662,31.0
9919,114.54545,31.0
9920,115.71429,31.0
9921,116.88312,31.0
9922,118.05195,31.0
9923,119.22078,31.0
9924,120.38961,31.0
9925,121.55844,31.0
9926,122.72727,31.0
9927,123.8961,31.0
9928,125.06494,31.0
9929,126.23377,31.0
9930,127.4026,31.0
9931,128.57143,31.0
9932,129.74026,31.0
9933,130.90909,31.0
9934,132.07792,31.0
9935,133.24675,31.0
9936,134.41558,31.0
9937,135.58442,31.0
9938,136.75325,31.0
9939,137.92208,31.0
9940,139.09091,31.0
9941,140.25974,31.0
9942,141.42857,31.0
9943,142.5974,31.0
9944,143.76623,31.0
9945,144.93506,31.0
9946,146.1039,31.0
9947,147.27273,31.0
9948,148.44156,31.0
9949,149.61039,31.0
9950,150.77922,31.0
9951,151.94805,31.0
9952,153.11688,31.0
9953,154.28571,31.0
9954,155.45455,31.0
9955,156.62338,31.0
9956,157.79221,31.0
9957,158.96104,31.0
9958,160.12987,31.0
9959,161.2987,31.0
9960,162.46753,31.0
9961,163.63636,31.0
9962,164.80519,31.0
9963,165.97403,31.0
9964,167.14286,31.0
9965,168.31169,31.0
9966,169.48052,31.0
9967,170.64935,31.0
9968,171.81818,31.0
9969,172.98701,31.0
9970,174.15584,31.0
9971,175.32468,31.0
9972,176.49351,31.0
9973,177.66234,31.0
9974,178.83117,31.0
9975,180.0,31.0
9976,181.16883,31.0
9977,182.33766,31.0
9978,183.50649,31.0
9979,184.67532,31.0
9980,185.84416,31.0
9981,187.01299,31.0
9982,188.18182,31.0
9983,189.35065,31.0
9984,190.51948,31.0
9985,191.68831,31.0
9986,192.85714,31.0
9987,194.02597,31.0
9988,195.19481,31.0
9989,196.36364,31.0
9990,197.53247,31.0
9991,198.7013,31.0
9992,199.87013,31.0
9993,201.03896,31.0
9994,202.20779,31.0
9995,203.37662,31.0
9996,204.54545,31.0
9997,205.71429,31.0
9998,206.88312,31.0
9999,208.05195,31.0
10000,209.22078,31.0
10001,210.38961,31.0
10002,211.55844,31.0
10003,212.72727,31.0
10004,213.8961,31.0
10005,215.06494,31.0
10006,216.23377,31.0
10007,217.4026,31.0
10008,218.57143,31.0
10009,219.74026,31.0
10010,220.90909,31.0
10011,222.07792,31.0
10012,223.24675,31.0
10013,224.41558,31.0
10014,225.58442,31.0
10015,226.75325,31.0
10016,227.92208,31.0
10017,229.09091,31.0
10018,230.25974,31.0
10019,231.42857,31.0
10020,232.5974,31.0
10021,233.76623,31.0
10022,234.93506,31.0
10023,236.1039,31.0
10024,237.27273,31.0
10025,238.44156,31.0
10026,239.61039,31.0
10027,240.77922,31.0
10028,241.94805,31.0
10029,243.11688,31.0
10030,244.28571,31.0
10031,245.45455,31.0
10032,246.62338,31.0
10033,247.79221,31.0
10034,248.96104,31.0
10035,250.12987,31.0
10036,251.2987,31.0
10037,252.46753,31.0
10038,253.63636,31.0
10039,254.80519,31.0
10040,255.97403,31.0
10041,257.14286,31.0
10042,258.31169,31.0
10043,259.48052,31.0
10044,260.64935,31.0
10045,261.81818,31.0
10046,262.98701,31.0
10047,264.15584,31.0
10048,265.32468,31.0
10049,266.49351,31.0
10050,267.66234,31.0
10051,268.83117,31.0
10052,270.0,31.0
10053,271.16883,31.0
10054,272.33766,31.0
10055,273.50649,31.0
10056,274.67532,31.0
10057,275.84416,31.0
10058,277.01299,31.0
10059,278.18182,31.0
10060,279.35065,31.0
10061,280.51948,31.0
10062,281.68831,31.0
10063,282.85714,31.0
10064,284.02597,31.0
10065,285.19481,31.0
10066,286.36364,31.0
10067,287.53247,31.0
10068,288.7013,31.0
10069,289.87013,31.0
10070,291.03896,31.0
10071,292.20779,31.0
10072,293.37662,31.0
10073,294.54545,31.0
10074,295.71429,31.0
10075,296.88312,31.0
10076,298.05195,31.0
10077,299.22078,31.0
10078,300.38961,31.0
10079,301.55844,31.0
10080,302.72727,31.0
10081,303.8961,31.0
10082,305.06494,31.0
10083,306.23377,31.0
10084,307.4026,31.0
10085,308.57143,31.0
10086,309.74026,31.0
10087,310.90909,31.0
10088,312.07792,31.0
10089,313.24675,31.0
10090,314.41558,31.0
10091,315.58442,31.0
10092,316.75325,31.0
10093,317.92208,31.0
10094,319.09091,31.0
10095,320.25974,31.0
10096,321.42857,31.0
10097,322.5974,31.0
10098,323.76623,31.0
10099,324.93506,31.0
10100,326.1039,31.0
10101,327.27273,31.0
10102,328.44156,31.0
10103,329.61039,31.0
10104,330.77922,31.0
10105,331.94805,31.0
10106,333.11688,31.0
10107,334.28571,31.0
10108,335.45455,31.0
10109,336.62338,31.0
10110,337.79221,31.0
10111,338.96104,31.0
10112,340.12987,31.0
10113,341.2987,31.0
10114,342.46753,31.0
10115,343.63636,31.0
10116,344.80519,31.0
10117,345.97403,31.0
10118,347.14286,31.0
10119,348.31169,31.0
10120,349.48052,31.0
10121,350.64935,31.0
10122,351.81818,31.0
10123,352.98701,31.0
10124,354.15584,31.0
10125,355.32468,31.0
10126,356.49351,31.0
10127,357.66234,31.0
10128,358.83117,31.0
10129,0.0,30.0
10130,1.15756,30.0
10131,2.31511,30.0
10132,3.47267,30.0
10133,4.63023,30.0
10134,5.78778,30.0
10135,6.94534,30.0
10136,8.10289,30.0
10137,9.26045,30.0
10138,10.41801,30.0
10139,11.57556,30.0
10140,12.73312,30.0
10141,13.89068,30.0
10142,15.04823,30.0
10143,16.20579,30.0
10144,17.36334,30.0
10145,18.5209,30.0
10146,19.67846,30.0
10147,20.83601,30.0
10148,21.99357,30.0
10149,23.15113,30.0
10150,24.30868,30.0
10151,25.46624,30.0
10152,26.62379,30.0
10153,27.78135,30.0
10154,28.93891,30.0
10155,30.09646,30.0
10156,31.25402,30.0
10157,32.41158,30.0
10158,33.56913,30.0
10159,34.72669,30.0
10160,35.88424,30.0
10161,37.0418,30.0
10162,38.19936,30.0
10163,39.35691,30.0
10164,40.51447,30.0
10165,41.67203,30.0
10166,42.82958,30.0
10167,43.98714,30.0
10168,45.14469,30.0
10169,46.30225,30.0
10170,47.45981,30.0
10171,48.61736,30.0
10172,49.77492,30.0
10173,50.93248,30.0
10174,52.09003,30.0
10175,53.24759,30.0
10176,54.40514,30.0
10177,55.5627,30.0
10178,56.72026,30.0
10179,57.87781,30.0
10180,59.03537,30.0
10181,60.19293,30.0
10182,61.35048,30.0
10183,62.50804,30.0
10184,63.66559,30.0
10185,64.82315,30.0
10186,65.98071,30.0
10187,67.13826,30.0
10188,68.29582,30.0
10189,69.45338,30.0
10190,70.61093,30.0
10191,71.76849,30.0
10192,72.92605,30.0
10193,74.0836,30.0
10194,75.24116,30.0
10195,76.39871,30.0
10196,77.55627,30.0
10197,78.71383,30.0
10198,79.87138,30.0
10199,81.02894,30.0
10200,82.1865,30.0
10201,83.34405,30.0
10202,84.50161,30.0
10203,85.65916,30.0
10204,86.81672,30.0
10205,87.97428,30.0
10206,89.13183,30.0
10207,90.28939,30.0
10208,91.44695,30.0
10209,92.6045,30.0
10210,93.76206,30.0
10211,94.91961,30.0
10212,96.07717,30.0
10213,97.23473,30.0
10214,98.39228,30.0
10215,99.54984,30.0
10216,100.7074,30.0
10217,101.86495,30.0
10218,103.02251,30.0
10219,104.18006,30.0
10220,105.33762,30.0
10221,106.49518,30.0
10222,107.65273,30.0
10223,108.81029,30.0
10224,109.96785,30.0
10225,111.1254,30.0
10226,112.28296,30.0
10227,113.44051,30.0
10228,114.59807,30.0
10229,115.75563,30.0
10230,116.91318,30.0
10231,118.07074,30.0
10232,119.2283,30.0
10233,120.38585,30.0
10234,121.54341,30.0
10235,122.70096,30.0
10236,123.85852,30.0
10237,125.01608,30.0
10238,126.17363,30.0
10239,127.33119,30.0
10240,128.48875,30.0
10241,129.6463,30.0
10242,130.80386,30.0
10243,131.96141,30.0
10244,133.11897,30.0
10245,134.27653,30.0
10246,135.43408,30.0
10247,136.59164,30.0
10248,137.7492,30.0
10249,138.90675,30.0
10250,140.06431,30.0
10251,141.22186,30.0
10252,142.37942,30.0
10253,143.53698,30.0
10254,144.69453,30.0
10255,145.85209,30.0
10256,147.00965,30.0
10257,148.1672,30.0
10258,149.32476,30.0
10259,150.48232,30.0
10260,151.63987,30.0
10261,152.79743,30.0
10262,153.95498,30.0
10263,155.11254,30.0
10264,156.2701,30.0
10265,157.42765,30.0
10266,158.58521,30.0
10267,159.74277,30.0
10268,160.90032,30.0
10269,162.05788,30.0
10270,163.21543,30.0
10271,164.37299,30.0
10272,165.53055,30.0
10273,166.6881,30.0
10274,167.84566,30.0
10275,169.00322,30.0
10276,170.16077,30.0
10277,171.31833,30.0
10278,172.47588,30.0
10279,173.63344,30.0
10280,174.791,30.0
10281,175.94855,30.0
10282,177.10611,30.0
10283,178.26367,30.0
10284,179.42122,30.0
10285,180.57878,30.0
10286,181.73633,30.0
10287,182.89389,30.0
10288,184.05145,30.0
10289,185.209,30.0
10290,186.36656,30.0
10291,187.52412,30.0
10292,188.68167,30.0
10293,189.83923,30.0
10294,190.99678,30.0
10295,192.15434,30.0
10296,193.3119,30.0
10297,194.46945,30.0
10298,195.62701,30.0
10299,196.78457,30.0
10300,197.94212,30.0
10301,199.09968,30.0
10302,200.25723,30.0
10303,201.41479,30.0
10304,202.57235,30.0
10305,203.7299,30.0
10306,204.88746,30.0
10307,206.04502,30.0
10308,207.20257,30.0
10309,208.36013,30.0
10310,209.51768,30.0
10311,210.67524,30.0
10312,211.8328,30.0
10313,212.99035,30.0
10314,214.14791,30.0
10315,215.30547,30.0
10316,216.46302,30.0
10317,217.62058,30.0
10318,218.77814,30.0
10319,219.93569,30.0
10320,221.09325,30.0
10321,222.2508,30.0
10322,223.40836,30.0
10323,224.56592,30.0
10324,225.72347,30.0
10325,226.88103,30.0
10326,228.03859,30.0
10327,229.19614,30.0
10328,230.3537,30.0
10329,231.51125,30.0
10330,232.66881,30.0
10331,233.82637,30.0
10332,234.98392,30.0
10333,236.14148,30.0
10334,237.29904,30.0
10335,238.45659,30.0
10336,239.61415,30.0
10337,240.7717,30.0
10338,241.92926,30.0
10339,243.08682,30.0
10340,244.24437,30.0
10341,245.40193,30.0
10342,246.55949,30.0
10343,247.71704,30.0
10344,248.8746,30.0
10345,250.03215,30.0
10346,251.18971,30.0
10347,252.34727,30.0
10348,253.50482,30.0
10349,254.66238,30.0
10350,255.81994,30.0
10351,256.97749,30.0
10352,258.13505,30.0
10353,259.2926,30.0
10354,260.45016,30.0
10355,261.60772,30.0
10356,262.76527,30.0
10357,263.92283,30.0
10358,265.08039,30.0
10359,266.23794,30.0
10360,267.3955,30.0
10361,268.55305,30.0
10362,269.71061,30.0
10363,270.86817,30.0
10364,272.02572,30.0
10365,273.18328,30.0
10366,274.34084,30.0
10367,275.49839,30.0
10368,276.65595,30.0
10369,277.8135,30.0
10370,278.97106,30.0
10371,280.12862,30.0
10372,281.28617,30.0
10373,282.44373,30.0
10374,283.60129,30.0
10375,284.75884,30.0
10376,285.9164,30.0
10377,287.07395,30.0
10378,288.23151,30.0
10379,289.38907,30.0
10380,290.54662,30.0
10381,291.70418,30.0
10382,292.86174,30.0
10383,294.01929,30.0
10384,295.17685,30.0
10385,296.33441,30.0
10386,297.49196,30.0
10387,298.64952,30.0
10388,299.80707,30.0
10389,300.96463,30.0
10390,302.12219,30.0
10391,303.27974,30.0
10392,304.4373,30.0
10393,305.59486,30.0
10394,306.75241,30.0
10395,307.90997,30.0
10396,309.06752,30.0
10397,310.22508,30.0
10398,311.38264,30.0
10399,312.54019,30.0
10400,313.69775,30.0
10401,314.85531,30.0
10402,316.01286,30.0
10403,317.17042,30.0
10404,318.32797,30.0
10405,319.48553,30.0
10406,320.64309,30.0
10407,321.80064,30.0
10408,322.9582,30.0
10409,324.11576,30.0
10410,325.27331,30.0
10411,326.43087,30.0
10412,327.58842,30.0
10413,328.74598,30.0
10414,329.90354,30.0
10415,331.06109,30.0
10416,332.21865,30.0
10417,333.37621,30.0
10418,334.53376,30.0
10419,335.69132,30.0
10420,336.84887,30.0
10421,338.00643,30.0
10422,339.16399,30.0
10423,340.32154,30.0
10424,341.4791,30.0
10425,342.63666,30.0
10426,343.79421,30.0
10427,344.95177,30.0
10428,346.10932,30.0
10429,347.26688,30.0
10430,348.42444,30.0
10431,349.58199,30.0
10432,350.73955,30.0
10433,351.89711,30.0
10434,353.05466,30.0
10435,354.21222,30.0
10436,355.36977,30.0
10437,356.52733,30.0
10438,357.68489,30.0
10439,358.84244,30.0
10440,0.0,29.0
10441,1.1465,29.0
10442,2.29299,29.0
10443,3.43949,29.0
10444,4.58599,29.0
10445,5.73248,29.0
10446,6.87898,29.0
10447,8.02548,29.0
10448,9.17197,29.0
10449,10.31847,29.0
10450,11.46497,29.0
10451,12.61146,29.0
10452,13.75796,29.0
10453,14.90446,29.0
10454,16.05096,29.0
10455,17.19745,29.0
10456,18.34395,29.0
10457,19.49045,29.0
10458,20.63694,29.0
10459,21.78344,29.0
10460,22.92994,29.0
10461,24.07643,29.0
10462,25.22293,29.0
10463,26.36943,29.0
10464,27.51592,29.0
10465,28.66242,29.0
10466,29.80892,29.0
10467,30.95541,29.0
10468,32.10191,29.0
10469,33.24841,29.0
10470,34.3949,29.0
10471,35.5414,29.0
10472,36.6879,29.0
10473,37.83439,29.0
10474,38.98089,29.0
10475,40.12739,29.0
10476,41.27389,29.0
10477,42.42038,29.0
10478,43.56688,29.0
10479,44.71338,29.0
10480,45.85987,29.0
10481,47.00637,29.0
10482,48.15287,29.0
10483,49.29936,29.0
10484,50.44586,29.0
10485,51.59236,29.0
10486,52.73885,29.0
10487,53.88535,29.0
10488,55.03185,29.0
10489,56.17834,29.0
10490,57.32484,29.0
10491,58.47134,29.0
10492,59.61783,29.0
10493,60.76433,29.0
10494,61.91083,29.0
10495,63.05732,29.0
10496,64.20382,29.0
10497,65.35032,29.0
10498,66.49682,29.0
10499,67.64331,29.0
10500,68.78981,29.0
10501,69.93631,29.0
10502,71.0828,29.0
10503,72.2293,29.0
10504,73.3758,29.0
10505,74.52229,29.0
10506,75.66879,29.0
10507,76.81529,29.0
10508,77.96178,29.0
10509,79.10828,29.0
10510,80.25478,29.0
10511,81.40127,29.0
10512,82.54777,29.0
10513,83.69427,29.0
10514,84.84076,29.0
10515,85.98726,29.0
10516,87.13376,29.0
10517,88.28025,29.0
10518,89.42675,29.0
10519,90.57325,29.0
10520,91.71975,29.0
10521,92.86624,29.0
10522,94.01274,29.0
10523,95.15924,29.0
10524,96.30573,29.0
10525,97.45223,29.0
10526,98.59873,29.0
10527,99.74522,29.0
10528,100.89172,29.0
10529,102.03822,29.0
10530,103.18471,29.0
10531,104.33121,29.0
10532,105.47771,29.0
10533,106.6242,29.0
10534,107.7707,29.0
10535,108.9172,29.0
10536,110.06369,29.0
10537,111.21019,29.0
10538,112.35669,29.0
10539,113.50318,29.0
10540,114.64968,29.0
10541,115.79618,29.0
10542,116.94268,29.0
10543,118.08917,29.0
10544,119.23567,29.0
10545,120.38217,29.0
10546,121.52866,29.0
10547,122.67516,29.0
10548,123.82166,29.0
10549,124.96815,29.0
10550,126.11465,29.0
10551,127.26115,29.0
10552,128.40764,29.0
10553,129.55414,29.0
10554,130.70064,29.0
10555,131.84713,29.0
10556,132.99363,29.0
10557,134.14013,29.0
10558,135.28662,29.0
10559,136.43312,29.0
10560,137.57962,29.0
10561,138.72611,29.0
10562,139.87261,29.0
10563,141.01911,29.0
10564,142.16561,29.0
10565,143.3121,29.0
10566,144.4586,29.0
10567,145.6051,29.0
10568,146.75159,29.0
10569,147.89809,29.0
10570,149.04459,29.0
10571,150.19108,29.0
10572,151.33758,29.0
10573,152.48408,29.0
10574,153.63057,29.0
10575,154.77707,29.0
10576,155.92357,29.0
10577,157.07006,29.0
10578,158.21656,29.0
10579,159.36306,29.0
10580,160.50955,29.0
10581,161.65605,29.0
10582,162.80255,29.0
10583,163.94904,29.0
10584,165.09554,29.0
10585,166.24204,29.0
10586,167.38854,29.0
10587,168.53503,29.0
10588,169.68153,29.0
10589,170.82803,29.0
10590,171.97452,29.0
10591,173.12102,29.0
10592,174.26752,29.0
10593,175.41401,29.0
10594,176.56051,29.0
10595,177.70701,29.0
10596,178.8535,29.0
10597,180.0,29.0
10598,181.1465,29.0
10599,182.29299,29.0
10600,183.43949,29.0
10601,184.58599,29.0
10602,185.73248,29.0
10603,186.87898,29.0
10604,188.02548,29.0
10605,189.17197,29.0
10606,190.31847,29.0
10607,191.46497,29.0
10608,192.61146,29.0
10609,193.75796,29.0
