,num,Area99,Mean_Dist,P_massfill,P_3dcat,P_2dcat,DegArea,P_2d,P_onlymass
0,53,1949,473.7071231,0.562936754994449,0.5373318868814908,0.5444500545359151,1325.740432,0.5412768298618233,0.14313453193985493
1,155,974,206.1544903,0.5113336422245254,0.4968904742215514,0.40411674547867915,419.8689478,0.45127270012354054,0.09263650862407717
2,160,3168,313.3471333,0.29990933547636833,0.2815728588497535,0.24199808693199373,1836.620108,0.25505044837004176,0.05756856584845704
3,165,3277,431.2188229,0.38063273927034064,0.36662644070789246,0.3634748607341378,2083.621128,0.3592800449313976,0.0447605836538878
4,192,6551,498.0245419,0.14332221466064726,0.12477230214944855,0.1184408418335209,3279.468005,0.1301544424856071,0.014934895522370852
5,213,3400,355.8429284,0.5054678188623241,0.25551404744582784,0.24398708549902243,2075.647853,0.48298869804208777,0.03636818308399576
6,284,335,239.4866767,0.8745105237700431,0.8530887632161761,0.8529842637686013,135.230927,0.8298587881088523,0.4291605722873229
7,304,5550,283.8215782,0.2243721309360676,0.21833731876683643,0.17209298331233244,3099.544778,0.17861213714036908,0.042307614630394806
8,344,3320,269.0719049,0.3397270616612655,0.33327770879036317,0.27011980413125836,1943.013486,0.28325249171405953,0.08153725772582904
9,377,3131,264.2925491,0.2573124215434581,0.23709298443742358,0.2026231345936644,1416.659363,0.20815950333230734,0.043462478138163035
10,383,1453,150.308288,0.65563314429999,0.6522373381009541,0.516897491878418,647.5006808,0.5783907564613577,0.05022682823664659
11,405,1017,281.4054032,0.9515367002581224,0.9482562185102449,0.939152374462729,252.7580379,0.9452264724652407,0.38220287428093075
12,428,542,122.5592903,0.8655426667822784,0.7806822766709174,0.7763085371055829,218.2946093,0.789916024670806,0.1371348466324703
13,446,3616,478.8757792,0.23214132594386022,0.1992838103113209,0.19657090625100182,1507.735661,0.2129469334718279,0.04243128675842049
14,448,4052,463.5521972,0.264599181312754,0.2449259703467258,0.23900951112493843,2111.016144,0.25564433751936544,0.04142833630389233
15,507,919,439.3283979,0.9847041828600803,0.16879627029079136,0.16773955998266016,217.5208869,0.9736517844563259,0.10407796841325101
16,521,3663,453.7709198,0.5644908256867772,0.5465049500415734,0.551106722672902,1771.142217,0.550952277105803,0.08367304356007298
17,522,2759,209.2652554,0.5250797531658611,0.5188627826983211,0.4773652837916668,1266.701484,0.4610594518752046,0.08351684528803464
18,580,2792,156.2673687,0.44402570509432665,0.4201913307595215,0.28067376863218735,1555.876927,0.3179778229965799,0.058772871923816555
19,604,308,200.8505865,0.9388880173422894,0.9279058251925634,0.9013510691518177,122.8513697,0.9107210083505413,0.4589119721247848
20,633,1785,248.0430299,0.5143632212589424,0.48494391955706706,0.443223678779654,1039.581194,0.35494951292414506,0.06666643667888311
21,652,1272,196.4730397,0.6244224615098911,0.6120271475743774,0.48616851102214886,768.975087,0.5035900463585671,0.10259148066722981
22,687,394,121.1782691,0.9587409794504255,0.8971534443519527,0.921945908515305,171.1762306,0.9364757044590083,0.522198692143683
23,733,4263,311.4747557,0.31459678564165205,0.2950040859623436,0.271112331634282,2628.374105,0.29047648947886007,0.030765498953143035
24,736,2312,198.8107032,0.4333200694135237,0.4251635226339108,0.3685571255384348,937.4236186,0.3492580221268509,0.09440499400716502
25,759,5459,357.134182,0.24388567542105552,0.23538964385077576,0.21870120276688973,2360.889115,0.21737581976914652,0.030032563430224212
26,783,2193,395.0139564,0.5261235255749527,0.49844826699192785,0.4648973542068864,1345.542478,0.5099608550202769,0.019366076037367185
27,794,1969,151.1226148,0.7317515087549722,0.6964130406311968,0.6852923558072528,818.349063,0.6914703531474151,0.12747313444482944
28,964,964,483.0852257,0.6761432482495718,0.6146375312337139,0.6225527957564134,551.0214402,0.6577260647234427,0.2527796147515292
29,967,6712,314.085988,0.1470219570316667,0.13703423413494717,0.11603360266753583,2792.652405,0.11145529079949483,0.015689450951000623
30,980,5341,303.4643198,0.2518167115457063,0.24439075034846786,0.22524666601157983,2913.903874,0.20772911796257426,0.023145112628111086
31,983,1330,226.000706,0.4974159809123816,0.4750447442605409,0.38336653537454357,645.3368811,0.41197727691757746,0.1152759271885471
32,989,6446,444.9349822,0.18993523311425395,0.16317492364357855,0.1577044825654431,3196.181386,0.1646022150341818,0.032298406913658116
33,1002,2749,287.3223007,0.4786745157606778,0.46287930018265677,0.42866671616253044,2014.471333,0.4181083602886157,0.032087030039231045
34,1019,2737,664.7621896,0.735657673608874,0.6986502036599156,0.7162176433024293,1277.730306,0.7325671042760641,0.05924438006507203
35,1065,105,137.0652273,0.9999531484811315,0.9923651395641705,0.9997061855537516,82.31618782,0.9991309890830067,0.9869877610288986
36,1099,1339,328.2995627,0.4036636453481743,0.3779873173936725,0.36106340097444,642.2419918,0.36989224559611206,0.11109358763594486
37,1115,1851,637.4072195,0.6392267643820292,0.5613943627689891,0.5872043636807973,1267.829282,0.6289976179501017,0.11197810469975114
38,1121,2313,125.8755849,0.4758905399630065,0.4714822198559556,0.25999138999787297,1129.411669,0.20811777436459086,0.061351587180346556
39,1153,625,412.229295,0.8421448598400143,0.7716434423290319,0.7723208695412962,374.6520901,0.8310984125348866,0.21270939941557282
40,1172,918,174.4246647,0.7796422294901774,0.7295625042542216,0.7187480340815596,605.5229658,0.7031074920895646,0.019743037834094493
41,1243,5261,239.3704352,0.2649690417796011,0.26299168326057965,0.17392936596868702,2830.879534,0.16879239010084954,0.023996259984498846
42,1273,3537,216.6940288,0.3672487942636043,0.34389172248556443,0.28159834223457125,2040.528728,0.27946936610917594,0.01419156945792935
43,1357,2953,397.5796555,0.2550653245712574,0.23634751316936173,0.23905812053209563,1791.009833,0.2368774998936868,0.03831951851348191
44,1365,3033,391.3608769,0.30143777761364,0.29307346762682,0.2788124523963424,1767.326061,0.26327680389978486,0.10281405678538028
45,1371,4289,432.7572527,0.5850753371136135,0.5495403024608978,0.5435951163956374,2750.491095,0.5781809525707867,0.01848104769923928
46,1417,4668,286.8076645,0.15353984572114718,0.14647400270520725,0.12028405333154774,2744.878329,0.09784414690088777,0.047960260497766596
47,1462,3221,234.8760144,0.39432666242350106,0.39004685769442954,0.2995305514907579,1757.215215,0.30364573261896627,0.06850510122846569
48,1528,4026,433.5281839,0.5682542167168881,0.5575742800810277,0.5493447646377146,2370.370492,0.5553883515818707,0.020649725523443054
49,1565,217,136.8630431,0.9336709170005769,0.48525449336868326,0.5632149722354896,87.26014239,0.9030096316770714,0.46657454729827996
50,1567,4058,443.189735,0.24913531800274807,0.23501251226333253,0.23590361585259215,2373.216217,0.24049803103382236,0.048497006769599324
51,1584,4768,546.2891284,0.13573482508474888,0.11254138843363409,0.11681142440527749,2548.392199,0.12078143519933338,0.02654555174541437
52,1611,4355,611.5489017,0.16932300937147254,0.1518558440498252,0.15263611524037188,2509.876563,0.16024356375111726,0.03221125831487186
53,1661,2875,276.9956648,0.40227608288326927,0.3859146701312903,0.3460869950760559,1182.313294,0.3541156393661046,0.06658508082477206
54,1698,2279,518.1282475,0.8032276493162823,0.7997264236061086,0.8001428545557084,1369.829491,0.8008420506937983,0.10109226648539375
55,1700,2731,365.1547435,0.48584458847320483,0.4518281777900013,0.43505870881784037,1332.218717,0.4636904242559567,0.04426181616290989
56,1763,4132,251.1234079,0.23085362718315933,0.22075373116517077,0.14717242928274624,2172.599196,0.1390535263253697,0.03152395080347728
57,1788,1417,275.7502296,0.568425165412427,0.5336284105205782,0.5165457301162355,882.4631051,0.5168123411288367,0.07110697620963223
58,1812,3960,289.4540448,0.19918069863185522,0.19225838259333777,0.15599528001877802,2137.847261,0.1356021781154886,0.05296122914595299
59,1819,2447,180.3090072,0.38686288015087333,0.38275652192369775,0.21964260019603657,1007.806123,0.24443309114160244,0.045111091275697957
60,1836,3115,377.5845679,0.31511986497812305,0.299053139201331,0.29451337613448125,1683.580454,0.28443694129486824,0.06392197070543047
61,1902,4771,478.9738422,0.3784106785916387,0.3500254070397039,0.33735787705296477,2203.075987,0.3580809051611342,0.04158985237205285
62,1922,3171,95.96776687,0.678656380004051,0.6742370061991796,0.2979459268829364,2057.930923,0.2783688417049806,0.1623129138550116
63,2008,5495,382.157711,0.1797906306666398,0.16425176618130605,0.14668033767989663,2974.870571,0.15480387586866412,0.023235986837123877
64,2073,2425,275.5667442,0.20300639953592667,0.2000553965354995,0.15808252538186535,1567.954864,0.15245283804887325,0.0698666267586237
65,2074,555,140.0269131,0.8447488659657091,0.8045081494478807,0.7176698185687963,304.9252827,0.7722092191626242,0.22023347847564648
66,2077,2143,320.0606727,0.5072553563508506,0.49542728900379984,0.47563233291003204,888.9938462,0.47829330491211636,0.15349492449755503
67,2086,503,194.1872284,0.8792012584895555,0.855543671077133,0.8489641540963165,203.9217334,0.872692273443184,0.3674651767141355
68,2093,4979,401.4209228,0.21967239367734478,0.17958347486814755,0.17189405245912004,2919.044538,0.19401203799293876,0.03376965872373754
69,2114,2772,262.8813139,0.24608202894681527,0.24198726276517618,0.19748698632635606,2355.171438,0.1606889267315663,0.09117717529494557
70,2179,5766,428.9798485,0.6884463691352031,0.6790816509660885,0.6764533472584028,2262.128049,0.6857835822725744,0.006186371078371794
71,2191,5881,279.5614917,0.2281059832184699,0.22242341089571901,0.1879957278663238,2962.556583,0.18368381585189703,0.0453356698974274
72,2220,861,650.0873497,0.8332044969121501,0.7960825085707094,0.8047057723911086,725.528611,0.8324254128026892,0.1285075578322632
73,2255,562,278.3383031,0.8159667677946776,0.7963410931175963,0.7700794245701407,247.460007,0.7771907228983883,0.2345471543094254
74,2257,429,269.0382895,0.8682400101764887,0.8547740732352159,0.838843650741261,177.3791232,0.8550196798508838,0.22711187187926013
75,2285,2561,406.0857038,0.5580886153371084,0.3891786640106053,0.384318301078799,1660.027821,0.544097943879909,0.062130076738948076
76,2286,4778,457.8484562,0.327757290000509,0.2916544170498062,0.2836361399962364,2823.470159,0.31150214823761785,0.028607777998300197
77,2290,3067,353.1271323,0.309075878108565,0.29168754404142133,0.2615971060493436,1239.162214,0.26652191462110797,0.07324731980705909
78,2312,5294,462.8297901,0.32479843244735845,0.3084837132923249,0.3125948846738522,2599.825063,0.31618945673306137,0.045190787820059614
79,2347,1631,695.9735833,0.7494109286253611,0.5869303173896985,0.664305381067731,1396.031139,0.7466063486804798,0.02459364783723203
80,2357,607,104.1150489,0.8524820944384032,0.8358168408955776,0.7139960006115869,318.4457526,0.711204792352698,0.09768297318013867
81,2370,3282,323.8162323,0.4947633608509461,0.4869847674547735,0.4732653739965534,1484.261713,0.47683370965591687,0.04966936892379062
82,2377,1794,310.599209,0.671712244482062,0.6202752223563663,0.4766533384212311,235.9459696,0.47611480507111376,0.0764933033694726
83,2438,578,247.4111718,0.9356788522616587,0.9187971074241748,0.9110371227549333,396.3818851,0.9051670251456888,0.35083485966306915
84,2477,1032,169.1010427,0.7419425913425829,0.7334592344235066,0.6038990326094342,427.5930572,0.6579454292017607,0.17310986688321175
85,2505,2182,276.5488509,0.5528525802703634,0.5256325779561438,0.460551684871668,1320.114553,0.4919144518767187,0.021525116969335546
86,2518,1479,400.4591812,0.5027222427312458,0.4553564053594904,0.4366009461709074,1033.286504,0.47265757753138316,0.029242650435540703
87,2526,3448,393.1999475,0.21657859406750746,0.2013497488466289,0.18063477626790944,1935.774592,0.19920389124648963,0.04012511320712614
88,2534,2363,439.2762298,0.5206626149851622,0.4667051794872139,0.4746394740617789,1449.85074,0.511780427875969,0.08214120371243994
89,2576,500,136.460725,0.8319685129115001,0.7798676897019061,0.7023044912901455,199.3318552,0.7544121009744684,0.2897698323590744
90,2595,3335,731.9913207,0.23005701078736787,0.1983976391459801,0.20598523322289816,1725.545055,0.2172033070080703,0.07386418987025938
91,2618,4908,260.2939567,0.18993596904967755,0.18481670373858855,0.12690459211329816,2726.702411,0.07553024556476504,0.03157261973278004
92,2625,2294,164.9143506,0.7913827018716929,0.7796908958293826,0.6804244103413021,956.5568539,0.6728451313920467,0.06319002175926215
93,2644,4763,449.0590097,0.25601021501342974,0.23540576974827443,0.21925014951757504,2857.304118,0.22749110674242254,0.043865879914677296
94,2677,2525,200.9377068,0.27939155961770185,0.27761712820748236,0.19283985727239125,1079.159059,0.21480366939209417,0.057836918433463246
95,2679,1966,247.9476495,0.7486160432929647,0.7422688847860651,0.6831891225021607,163.2029564,0.6962209904915672,0.19906314921378912
96,2702,954,429.8389153,0.6332905830082217,0.489210790607467,0.4927054153301951,615.0961404,0.6071157713550205,0.03462161552778158
97,2727,558,249.2037511,0.6600157723484297,0.6371706076321437,0.5903340660476798,230.8184199,0.5896483218113813,0.20947126888513187
98,2728,1598,147.7225427,0.9210327245872706,0.8537318194429517,0.7890252688254363,362.7970903,0.8472214132073388,0.015911258958058627
99,2783,2553,367.6376975,0.4643136384534377,0.44041369783164236,0.431444597732867,1487.68445,0.43219698295541453,0.06667044010536972
