,Gal10,Gal50,GalTot,LocArea90,EventDist
1281,14,141,668,260.34823304634364,145.08861853262144
1282,467,15583,138516,2688.152633905716,978.7292766508505
1283,17,273,1416,71.890746297619,414.19569879407413
1284,1112,35906,349222,6010.955517186344,710.8841444943488
1285,966,31562,255454,7649.31244698217,722.2039932346639
1286,154,2924,29728,2463.339962657981,535.9521116673271
1287,43,1377,11557,69.51466008915497,485.27238202872417
1288,164,5135,50211,1784.0628964916057,872.5094680703321
1289,11,300,2573,62.107729745626344,467.03270988638434
1290,9,169,1037,89.8831038168334,247.6620689305639
1291,171,5112,43970,1500.6439236743597,492.3693283818699
1292,81,2170,19095,699.6168230995396,344.7557521728495
1293,330,7034,49190,6033.8656109079675,1029.7961223053449
1294,1441,51551,410378,29769.535772228784,1345.2157346730135
1295,211,5916,42624,1192.295306801701,895.8295587016993
1296,11,372,4499,176.79917345821323,453.60266854717423
1297,135,3332,31743,1904.409736836963,822.4479700037678
1298,1493,47524,462607,7584.801583478966,903.277439484432
1299,1239,45574,376788,29974.952891894216,2464.4583632812532
1300,891,21061,148863,2890.8289352610063,1277.490437093302
1301,125,3962,35913,612.1270175678787,709.1841452025735
1302,95,2500,27161,2212.115769512507,991.9772331583472
1303,50,855,5900,185.65109862254977,309.0229041277238
1304,57,1822,16671,661.9797486971014,771.2937857280511
1305,350,12324,116379,4084.0028775975375,1031.9432590768824
